PK-PVT-22000239,,17:30:00,19:30:00,Tuesday,NULL,239
PK-PVT-22000240,,17:30:00,19:30:00,Wednesday,NULL,240
PK-PVT-22000241,,17:30:00,19:30:00,Thursday,NULL,241
PK-PVT-22000242,,17:30:00,19:30:00,Friday,NULL,242
PK-PVT-22000243,,17:30:00,19:30:00,Saturday,NULL,243
PK-PVT-22000244,,18:30:00,19:30:00,Monday,NULL,244
PK-PVT-22000245,,18:30:00,19:30:00,Tuesday,NULL,245
PK-PVT-22000246,,18:30:00,19:30:00,Saturday,NULL,246
PK-PVT-22000247,,10:00:00,13:00:00,Monday,NULL,247
PK-PVT-22000248,,10:00:00,13:00:00,Wednesday,NULL,248
PK-PVT-22000249,,10:00:00,13:00:00,Friday,NULL,249
PK-PVT-22000250,,11:00:00,18:00:00,Tuesday,NULL,250
PK-PVT-22000251,,11:00:00,18:00:00,Thursday,NULL,251
PK-PVT-22000252,,9:00:00,11:00:00,Saturday,NULL,252
PK-PVT-22000253,,18:30:00,20:30:00,Monday,NULL,253
PK-PVT-22000254,,18:30:00,20:30:00,Tuesday,NULL,254
PK-PVT-22000255,,18:30:00,20:30:00,Wednesday,NULL,255
PK-PVT-22000256,,18:30:00,20:30:00,Thursday,NULL,256
PK-PVT-22000257,,18:30:00,20:30:00,Friday,NULL,257
PK-PVT-22000258,,14:30:00,17:30:00,Monday,NULL,258
PK-PVT-22000259,,14:30:00,17:30:00,Tuesday,NULL,259
PK-PVT-22000260,,14:30:00,17:30:00,Thursday,NULL,260
PK-PVT-22000261,,14:30:00,17:30:00,Friday,NULL,261
PK-PVT-22000262,,17:30:00,21:30:00,Thursday,NULL,262
PK-PVT-22000263,,17:30:00,21:30:00,Friday,NULL,263
PK-PVT-22000264,,17:00:00,19:00:00,Monday,NULL,264
PK-PVT-22000265,,17:00:00,19:00:00,Tuesday,NULL,265
PK-PVT-22000266,,17:00:00,19:00:00,Wednesday,NULL,266
PK-PVT-22000267,,17:00:00,19:00:00,Thursday,NULL,267
PK-PVT-22000268,,17:00:00,19:00:00,Friday,NULL,268
PK-PVT-22000269,,17:00:00,19:00:00,Saturday,NULL,269
PK-PVT-22000270,,17:00:00,18:00:00,Monday,NULL,270
PK-PVT-22000271,,17:00:00,18:00:00,Friday,NULL,271
PK-PVT-22000272,,16:00:00,18:00:00,Monday,NULL,272
PK-PVT-22000273,,16:00:00,18:00:00,Tuesday,NULL,273
PK-PVT-22000274,,16:00:00,18:00:00,Wednesday,NULL,274
PK-PVT-22000275,,16:00:00,18:00:00,Thursday,NULL,275
PK-PVT-22000276,,16:00:00,18:00:00,Friday,NULL,276
PK-PVT-22000277,,16:00:00,18:00:00,Saturday,NULL,277
PK-PVT-22000278,,17:00:00,18:30:00,Tuesday,NULL,278
PK-PVT-22000279,,17:00:00,18:30:00,Friday,NULL,279
PK-PVT-22000280,,21:00:00,22:30:00,Tuesday,NULL,280
PK-PVT-22000281,,21:00:00,22:30:00,Thursday,NULL,281
PK-PVT-22000282,,21:00:00,22:30:00,Friday,NULL,282
PK-PVT-22000283,,14:30:00,15:30:00,Monday,NULL,283
PK-PVT-22000284,,14:30:00,15:30:00,Thursday,NULL,284
PK-PVT-22000285,,18:00:00,21:00:00,Monday,NULL,285
PK-PVT-22000286,,18:00:00,21:00:00,Wednesday,NULL,286
PK-PVT-22000287,,18:00:00,21:00:00,Thursday,NULL,287
PK-PVT-22000288,,18:00:00,21:00:00,Friday,NULL,288
PK-PVT-22000289,,18:00:00,21:00:00,Tuesday,NULL,289
PK-PVT-22000290,,18:00:00,21:00:00,Thursday,NULL,290
PK-PVT-22000291,,20:30:00,21:30:00,Monday,NULL,291
PK-PVT-22000292,,20:30:00,21:30:00,Tuesday,NULL,292
PK-PVT-22000293,,20:30:00,21:30:00,Wednesday,NULL,293
PK-PVT-22000294,,20:30:00,21:30:00,Thursday,NULL,294
PK-PVT-22000295,,20:30:00,21:30:00,Friday,NULL,295
PK-PVT-22000296,,13:00:00,15:00:00,Monday,NULL,296
PK-PVT-22000297,,13:00:00,15:00:00,Wednesday,NULL,297
PK-PVT-22000298,,13:00:00,15:00:00,Thursday,NULL,298
PK-PVT-22000299,,13:00:00,15:00:00,Friday,NULL,299
PK-PVT-22000300,,11:00:00,13:00:00,Tuesday,NULL,300
PK-PVT-22000301,,11:00:00,13:00:00,Thursday,NULL,301
PK-PVT-22000302,,15:00:00,17:00:00,Monday,NULL,302
PK-PVT-22000303,,15:00:00,17:00:00,Wednesday,NULL,303
PK-PVT-22000304,,15:00:00,17:00:00,Thursday,NULL,304
PK-PVT-22000305,,15:00:00,22:00:00,Monday,NULL,305
PK-PVT-22000306,,15:00:00,22:00:00,Thursday,NULL,306
PK-PVT-22000307,,10:00:00,15:00:00,Tuesday,NULL,307
PK-PVT-22000308,,10:00:00,15:00:00,Friday,NULL,308
PK-PVT-22000309,,10:00:00,15:00:00,Saturday,NULL,309
PK-PVT-22000310,,17:00:00,19:00:00,Monday,NULL,310
PK-PVT-22000311,,17:00:00,19:00:00,Tuesday,NULL,311
PK-PVT-22000312,,17:00:00,19:00:00,Wednesday,NULL,312
PK-PVT-22000313,,17:00:00,19:00:00,Thursday,NULL,313
PK-PVT-22000314,,17:00:00,19:00:00,Friday,NULL,314
PK-PVT-22000315,,20:00:00,15:00:00,Monday,NULL,315
PK-PVT-22000316,,20:00:00,15:00:00,Tuesday,NULL,316
PK-PVT-22000317,,20:00:00,15:00:00,Wednesday,NULL,317
PK-PVT-22000318,,20:00:00,15:00:00,Thursday,NULL,318
PK-PVT-22000319,,20:00:00,15:00:00,Friday,NULL,319
PK-PVT-22000320,,20:00:00,15:00:00,Saturday,NULL,320
PK-PVT-22000321,,13:00:00,14:00:00,Monday,NULL,321
PK-PVT-22000322,,13:00:00,14:00:00,Tuesday,NULL,322
PK-PVT-22000323,,13:00:00,14:00:00,Wednesday,NULL,323
PK-PVT-22000324,,13:00:00,14:00:00,Thursday,NULL,324
PK-PVT-22000325,,13:00:00,14:00:00,Friday,NULL,325
PK-PVT-22000326,,13:00:00,14:00:00,Saturday,NULL,326
PK-PVT-22000327,,8:00:00,15:00:00,Monday,NULL,327
PK-PVT-22000328,,8:00:00,15:00:00,Tuesday,NULL,328
PK-PVT-22000329,,8:00:00,15:00:00,Wednesday,NULL,329
PK-PVT-22000330,,8:00:00,15:00:00,Thursday,NULL,330
PK-PVT-22000331,,8:00:00,15:00:00,Friday,NULL,331
PK-PVT-22000332,,8:00:00,15:00:00,Saturday,NULL,332
PK-PVT-22000333,,11:00:00,13:00:00,Monday,NULL,333
PK-PVT-22000334,,11:00:00,13:00:00,Tuesday,NULL,334
PK-PVT-22000335,,18:30:00,19:30:00,Monday,NULL,335
PK-PVT-22000336,,18:30:00,19:30:00,Thursday,NULL,336
PK-PVT-22000337,,13:30:00,15:00:00,Wednesday,NULL,337
PK-PVT-22000338,,19:30:00,21:00:00,Tuesday,NULL,338
PK-PVT-22000339,,19:30:00,21:00:00,Thursday,NULL,339
PK-PVT-22000340,,19:30:00,21:00:00,Saturday,NULL,340
PK-PVT-22000341,,14:30:00,15:30:00,Monday,NULL,341
PK-PVT-22000342,,14:30:00,15:30:00,Wednesday,NULL,342
PK-PVT-22000343,,14:30:00,15:30:00,Friday,NULL,343
PK-PVT-22000344,,14:30:00,16:00:00,Monday,NULL,344
PK-PVT-22000345,,14:30:00,16:00:00,Wednesday,NULL,345
PK-PVT-22000346,,14:30:00,16:00:00,Friday,NULL,346
PK-PVT-22000347,,9:00:00,13:00:00,Monday,NULL,347
PK-PVT-22000348,,9:00:00,13:00:00,Tuesday,NULL,348
PK-PVT-22000349,,9:00:00,13:00:00,Wednesday,NULL,349
PK-PVT-22000350,,9:00:00,13:00:00,Thursday,NULL,350
PK-PVT-22000351,,9:00:00,13:00:00,Friday,NULL,351
PK-PVT-22000352,,9:00:00,13:00:00,Saturday,NULL,352
PK-PVT-22000353,,11:00:00,13:00:00,Monday,NULL,353
PK-PVT-22000354,,11:00:00,13:00:00,Tuesday,NULL,354
PK-PVT-22000355,,11:00:00,13:00:00,Wednesday,NULL,355
PK-PVT-22000356,,11:00:00,13:00:00,Thursday,NULL,356
PK-PVT-22000357,,11:00:00,13:00:00,Friday,NULL,357
PK-PVT-22000358,,17:30:00,19:00:00,Saturday,NULL,358
PK-PVT-22000359,,10:00:00,14:00:00,Monday,NULL,359
PK-PVT-22000360,,10:00:00,14:00:00,Tuesday,NULL,360
PK-PVT-22000361,,10:00:00,14:00:00,Wednesday,NULL,361
PK-PVT-22000362,,10:00:00,14:00:00,Thursday,NULL,362
PK-PVT-22000363,,10:00:00,14:00:00,Friday,NULL,363
PK-PVT-22000364,,10:00:00,14:00:00,Saturday,NULL,364
PK-PVT-22000365,,17:00:00,18:00:00,Monday,NULL,365
PK-PVT-22000366,,17:00:00,18:00:00,Tuesday,NULL,366
PK-PVT-22000367,,17:00:00,18:00:00,Wednesday,NULL,367
PK-PVT-22000368,,17:00:00,18:00:00,Friday,NULL,368
PK-PVT-22000369,,17:00:00,18:00:00,Monday,NULL,369
PK-PVT-22000370,,17:00:00,18:00:00,Wednesday,NULL,370
PK-PVT-22000371,,17:00:00,18:00:00,Monday,NULL,371
